ID do hospedeiro;nome do hospedeiro;Cidade;Bairro;Tipo de Imovel;pre�o;minimo de noite;numero de avalia��es;ultima avalia��o;avalia��es por m�s;contagem calculada de listagens de hospede;disponibilidade 365;;
20863433;Mona;Brooklyn;Bedford-Stuyvesant;Entire home/apt;130;1;7;30/06/2019;1.98;1;16;;
82400601;Valerie;Brooklyn;South Slope;Entire home/apt;100;1;9;02/03/2019;1.74;1;0;;
236349458;Jeannette;Manhattan;Upper West Side;Private room;180;3;13;28/06/2019;2.60;1;0;;
52531721;Pamela;Brooklyn;Williamsburg;Private room;55;2;26;29/06/2019;5.10;1;156;;
235763046;Yvonne;Queens;Rosedale;Entire home/apt;60;1;30;29/06/2019;5.45;1;282;;
7225691;Jérôme;Manhattan;Lower East Side;Entire home/apt;350;1;46;01/07/2019;7.89;2;342;;
28035940;Yaron;Manhattan;Upper West Side;Entire home/apt;130;210;1;28/03/2019;0.29;1;2;;
115252929;Duaa;Brooklyn;Fort Greene;Private room;65;1;9;23/06/2019;2.87;1;157;;
62954830;Rose-Camille;Brooklyn;Clinton Hill;Private room;90;1;9;26/05/2019;2.84;1;144;;
64091336;Allan;Brooklyn;Bedford-Stuyvesant;Entire home/apt;120;3;12;10/06/2019;2.13;1;0;;
112290211;Valerie;Manhattan;Washington Heights;Private room;70;2;10;24/06/2019;2.13;1;152;;
236422290;Verna;Manhattan;Harlem;Entire home/apt;135;30;2;24/06/2019;0.88;1;7;;
26295375;Alex;Bronx;Port Morris;Private room;95;3;5;02/07/2019;0.96;1;49;;
7285648;Josh;Manhattan;Chelsea;Private room;86;1;0;;;3;0;;
107434423;Blueground;Manhattan;Upper East Side;Entire home/apt;236;30;0;;;232;127;;
236432765;Aleks;Brooklyn;Williamsburg;Private room;50;2;3;03/05/2019;0.78;2;330;;
41090359;Abi;Queens;Little Neck;Private room;100;1;0;;;1;88;;
15058648;Shola;Brooklyn;Bushwick;Private room;70;3;4;31/05/2019;0.73;3;21;;
236511564;Mintra;Manhattan;Harlem;Private room;60;21;2;19/04/2019;0.43;1;35;;
137358866;Kazuya;Queens;Woodside;Private room;49;30;0;;;103;247;;
8288491;Sofia;Queens;Ridgewood;Private room;70;2;0;;;2;92;;
40025069;Briana;Queens;Belle Harbor;Entire home/apt;97;2;2;30/06/2019;2;1;52;;
398617;Sarah;Brooklyn;Bedford-Stuyvesant;Entire home/apt;155;2;10;01/07/2019;2.11;1;42;;
227134858;Hitalo;Brooklyn;Prospect-Lefferts Gardens;Private room;58;1;8;30/06/2019;1.56;5;158;;
21129281;Sy;Manhattan;Washington Heights;Entire home/apt;70;5;10;08/04/2019;1.78;1;191;;
236556387;Samuel;Staten Island;Stapleton;Private room;57;1;7;22/06/2019;3.56;1;365;;
5178818;Daniel;Brooklyn;Williamsburg;Entire home/apt;129;1;28;07/07/2019;5.22;1;93;;
59051417;Kai;Manhattan;East Harlem;Private room;109;1;2;23/04/2019;0.44;6;0;;
229288524;Yan;Manhattan;Theater District;Entire home/apt;128;30;6;24/06/2019;1.88;2;233;;
236565167;Pamilitta;Brooklyn;East Flatbush;Private room;80;1;10;26/05/2019;1.95;1;4;;
27479250;Patrice;Brooklyn;Bensonhurst;Entire home/apt;125;2;0;;;1;0;;
49503035;Gabriella;Manhattan;West Village;Entire home/apt;85;3;5;22/06/2019;1.08;1;16;;
235548617;Khalid;Queens;Long Island City;Private room;55;1;29;19/06/2019;5.37;2;1;;
236596347;John;Brooklyn;Bedford-Stuyvesant;Private room;69;2;1;30/03/2019;0.29;1;95;;
15989140;Coralie;Brooklyn;Greenpoint;Entire home/apt;115;30;0;;;1;3;;
27446767;Dario;Brooklyn;Williamsburg;Private room;59;4;0;;;1;0;;
154390742;Brittney;Brooklyn;Bedford-Stuyvesant;Entire home/apt;120;2;8;02/06/2019;1.41;1;0;;
236607981;Alla;Brooklyn;Bushwick;Private room;80;1;0;;;1;0;;
174559516;Joseph;Brooklyn;Williamsburg;Entire home/apt;120;5;1;27/02/2019;0.23;1;0;;
16334409;Lisa;Manhattan;East Harlem;Entire home/apt;57;24;0;;;2;181;;
236631469;Paloma;Bronx;Williamsbridge;Private room;25;30;0;;;1;85;;
39192815;Agnes;Queens;Astoria;Entire home/apt;95;2;0;;;1;0;;
115136074;Tina;Queens;Springfield Gardens;Private room;65;2;10;18/06/2019;2.38;3;68;;
81636631;Jermaine;Brooklyn;Bedford-Stuyvesant;Entire home/apt;100;3;0;;;1;89;;
236659049;Yesenia;Brooklyn;Bushwick;Entire home/apt;140;2;12;23/06/2019;2.07;4;48;;
6486059;Matt;Manhattan;Washington Heights;Entire home/apt;85;4;4;18/06/2019;0.72;1;8;;
274333;Janu;Manhattan;Harlem;Entire home/apt;87;3;2;11/05/2019;0.95;3;49;;
114548258;Only One;Manhattan;SoHo;Entire home/apt;205;1;2;01/07/2019;2;2;124;;
234214434;Mike;Brooklyn;Bushwick;Entire home/apt;145;30;6;03/07/2019;1.64;4;224;;
107434423;Blueground;Manhattan;West Village;Entire home/apt;236;30;0;;;232;273;;
7831209;Bobi;Manhattan;East Harlem;Private room;72;1;2;10/03/2019;0.45;10;365;;
2903063;Ana;Brooklyn;Bedford-Stuyvesant;Entire home/apt;149;2;24;07/07/2019;4.80;1;194;;
236745428;Lutz;Brooklyn;Flatbush;Entire home/apt;95;2;9;17/06/2019;1.79;1;0;;
107434423;Blueground;Manhattan;Chelsea;Entire home/apt;213;30;0;;;232;303;;
17790600;Claire;Brooklyn;Prospect-Lefferts Gardens;Entire home/apt;150;4;0;;;1;127;;
214623686;Earlene;Brooklyn;Bedford-Stuyvesant;Entire home/apt;80;2;19;07/07/2019;4.67;1;81;;
236445157;Anna;Manhattan;Greenwich Village;Private room;80;180;5;10/05/2019;0.90;3;331;;
217836856;Moying;Manhattan;Chinatown;Entire home/apt;190;1;46;05/07/2019;8.47;2;232;;
14278450;Linda;Manhattan;Lower East Side;Entire home/apt;200;1;7;01/05/2019;1.86;1;0;;
19418202;Yulia And Amine;Bronx;Van Nest;Private room;50;1;19;06/07/2019;4.35;1;32;;
137567864;Johanna;Bronx;Melrose;Entire home/apt;99;2;11;22/06/2019;1.94;1;107;;
224414117;Gabriel;Manhattan;Hell's Kitchen;Private room;199;1;5;19/06/2019;0.99;30;362;;
15147054;Chris & Grace;Brooklyn;Bushwick;Entire home/apt;95;3;0;;;2;0;;
224414117;Gabriel;Manhattan;Hell's Kitchen;Private room;129;1;2;07/04/2019;0.41;30;363;;
47038126;Brigitte;Manhattan;Upper West Side;Entire home/apt;300;3;2;11/05/2019;0.45;2;40;;
224414117;Gabriel;Manhattan;Hell's Kitchen;Private room;199;1;3;09/05/2019;0.89;30;360;;
47038126;Brigitte;Manhattan;Upper West Side;Private room;110;1;2;18/06/2019;1.40;2;72;;
20056779;David & Orli;Queens;Forest Hills;Entire home/apt;175;2;11;16/06/2019;1.96;1;172;;
236852677;Emily;Bronx;Fordham;Entire home/apt;200;2;1;16/06/2019;1;1;32;;
236406472;Alix;Queens;Astoria;Private room;60;5;4;29/06/2019;1.29;1;150;;
3246916;Jos;Brooklyn;Williamsburg;Entire home/apt;250;3;2;15/05/2019;0.37;1;0;;
192895513;Vivi;Queens;Flushing;Private room;99;3;2;21/06/2019;0.78;3;336;;
12618858;Alimah;Brooklyn;Bedford-Stuyvesant;Entire home/apt;130;2;5;16/06/2019;1.39;2;64;;
16949541;Sebastian;Brooklyn;Williamsburg;Entire home/apt;120;5;12;10/06/2019;3.50;2;107;;
217910985;Acclaimed;Queens;Flushing;Private room;55;5;0;;;1;132;;
148787736;Fred;Brooklyn;Gowanus;Entire home/apt;115;1;2;23/06/2019;2;2;93;;
57135136;Naftoli;Queens;Far Rockaway;Entire home/apt;250;10;0;;;1;179;;
236914360;Jackie;Brooklyn;Crown Heights;Private room;80;1;1;31/03/2019;0.30;1;89;;
236445157;Anna;Manhattan;Greenwich Village;Private room;80;180;1;15/05/2019;0.55;3;219;;
92588965;Kam;Brooklyn;East Flatbush;Entire home/apt;45;2;17;07/06/2019;2.98;1;248;;
96086378;Ashley;Manhattan;Midtown;Entire home/apt;1295;1;1;07/05/2019;0.48;2;289;;
237012945;Gregory;Queens;Astoria;Entire home/apt;79;4;0;;;1;0;;
232778333;Jaime;Brooklyn;Bensonhurst;Private room;29;15;2;01/06/2019;1.20;2;244;;
237049868;Luc And Deb;Brooklyn;Williamsburg;Entire home/apt;95;1;2;06/05/2019;0.56;1;0;;
23969698;Lindsey;Queens;Kew Gardens;Private room;40;1;9;12/06/2019;1.61;2;0;;
235073206;Julianna;Manhattan;Harlem;Private room;75;1;20;05/07/2019;3.80;4;192;;
236896088;Alice;Manhattan;Chelsea;Entire home/apt;200;2;4;11/06/2019;0.85;1;6;;
4852748;Michelle;Manhattan;Harlem;Private room;105;4;2;31/05/2019;1.15;6;119;;
26738513;Malachi;Brooklyn;Bushwick;Entire home/apt;135;7;0;;;3;204;;
154302755;Vika & Josh;Brooklyn;Bedford-Stuyvesant;Entire home/apt;130;3;8;01/07/2019;1.47;5;110;;
154302755;Vika & Josh;Brooklyn;Bedford-Stuyvesant;Private room;60;3;5;24/05/2019;0.89;5;110;;
154302755;Vika & Josh;Brooklyn;Bedford-Stuyvesant;Private room;50;2;6;25/05/2019;1.15;5;125;;
10371008;Anna;Manhattan;Upper East Side;Entire home/apt;135;4;1;13/06/2019;1;2;217;;
513839;Syed;Brooklyn;Greenpoint;Entire home/apt;120;30;3;14/05/2019;0.53;1;209;;
237107169;Cinthya;Brooklyn;Bedford-Stuyvesant;Entire home/apt;136;2;18;01/07/2019;3.46;1;74;;
50339845;Jitabella;Manhattan;Upper West Side;Private room;50;1;3;06/02/2019;0.53;1;0;;
137358866;Kazuya;Queens;Woodside;Private room;41;30;0;;;103;215;;
237201559;David;Manhattan;Upper East Side;Entire home/apt;175;2;16;03/07/2019;3.72;1;233;;
37277862;Lucy;Manhattan;Harlem;Entire home/apt;85;2;7;20/04/2019;1.24;1;0;;
510931;Autumn;Manhattan;Battery Park City;Private room;71;14;0;;;2;63;;
155668897;Nicola;Queens;Jamaica;Private room;80;14;6;17/03/2019;1.05;2;365;;
184600679;Raphaëlle;Brooklyn;Williamsburg;Private room;85;6;1;30/04/2019;0.43;1;0;;
91571876;Lena;Manhattan;Lower East Side;Entire home/apt;255;2;13;30/05/2019;2.32;1;239;;
237204047;Ryan;Manhattan;West Village;Entire home/apt;250;2;11;31/05/2019;2.34;1;0;;
237280886;Nicola;Manhattan;Harlem;Entire home/apt;95;2;0;;;1;0;;
237283897;Mj;Manhattan;Theater District;Entire home/apt;119;1;18;21/06/2019;3.18;1;302;;
111586798;Percival;Bronx;Soundview;Private room;65;7;0;;;1;90;;
1306854;Ani;Manhattan;Lower East Side;Entire home/apt;110;30;0;;;1;172;;
10318796;Roberta;Manhattan;Midtown;Private room;160;2;0;;;1;0;;
181382109;Jacob;Brooklyn;Crown Heights;Private room;68;1;1;13/05/2019;0.52;1;59;;
5095364;Michael;Manhattan;Nolita;Entire home/apt;1200;1;1;03/02/2019;0.19;1;27;;
237320600;Katya;Manhattan;Midtown;Private room;119;2;1;17/02/2019;0.21;1;0;;
113805886;Yaacov;Manhattan;Upper East Side;Entire home/apt;250;31;1;13/03/2019;0.25;33;365;;
208136645;Andre;Brooklyn;Flatlands;Private room;49;2;1;03/04/2019;0.31;4;96;;
237336458;Thomas;Manhattan;Chelsea;Private room;99;12;12;20/06/2019;2.11;4;21;;
79697038;Esteban;Manhattan;Kips Bay;Entire home/apt;200;30;4;13/06/2019;0.85;1;88;;
111542307;Imoy;Brooklyn;Bedford-Stuyvesant;Shared room;20;30;0;;;2;342;;
237406328;Daniel;Brooklyn;Williamsburg;Entire home/apt;140;2;30;07/07/2019;5.56;1;135;;
27473538;Yael;Brooklyn;Greenpoint;Entire home/apt;250;5;0;;;1;43;;
204811322;J Danny;Manhattan;Chelsea;Private room;220;3;5;20/06/2019;2.73;2;21;;
130023;Lloyd;Brooklyn;Bedford-Stuyvesant;Entire home/apt;145;5;5;15/06/2019;1.43;2;244;;
236432765;Aleks;Brooklyn;Williamsburg;Entire home/apt;200;2;14;30/06/2019;3.93;2;330;;
230930866;Kim;Brooklyn;Williamsburg;Entire home/apt;175;3;2;01/06/2019;0.53;1;5;;
7571700;Harris;Brooklyn;Williamsburg;Private room;45;3;3;23/04/2019;0.76;1;0;;
225612108;Rina;Manhattan;Upper West Side;Entire home/apt;120;7;1;25/03/2019;0.28;1;0;;
46324691;Eva;Queens;Astoria;Entire home/apt;125;7;2;03/04/2019;0.58;1;0;;
108150300;Cassi;Brooklyn;Greenpoint;Entire home/apt;150;1;1;18/02/2019;0.21;2;2;;
310670;Vie;Bronx;Eastchester;Private room;68;2;0;;;13;364;;
237464350;Jake;Manhattan;East Village;Entire home/apt;167;5;13;20/06/2019;2.75;1;91;;
50612451;Valentin;Brooklyn;Crown Heights;Entire home/apt;220;3;4;06/07/2019;4;1;76;;
237283862;Benjamin;Manhattan;Financial District;Entire home/apt;250;2;6;06/04/2019;1.26;1;0;;
73676875;Jonathan;Bronx;Claremont Village;Entire home/apt;80;2;0;;;1;321;;
4005376;Adam;Manhattan;Upper West Side;Entire home/apt;107;25;1;06/05/2019;0.47;1;170;;
137734836;Walter;Queens;Astoria;Private room;54;2;1;19/06/2019;1;1;56;;
16098958;Jeremy & Laura;Manhattan;Midtown;Entire home/apt;135;30;0;;;96;156;;
138456145;Neal;Brooklyn;Bushwick;Private room;35;7;1;27/04/2019;0.41;1;36;;
237474824;Cho Cheong;Brooklyn;South Slope;Entire home/apt;45;5;1;04/03/2019;0.23;1;28;;
237482248;Jacob;Queens;Sunnyside;Entire home/apt;200;1;1;21/06/2019;1;1;179;;
121842697;Lo;Brooklyn;Crown Heights;Entire home/apt;200;5;14;22/06/2019;3.59;1;96;;
206288086;Akram;Brooklyn;Fort Greene;Entire home/apt;165;2;13;30/06/2019;3.05;2;273;;
41108789;Ulysses;Manhattan;Chinatown;Private room;85;2;25;17/06/2019;5.00;1;24;;
220071184;Madison;Brooklyn;Williamsburg;Private room;57;2;1;09/06/2019;1;1;3;;
13773574;Cecile;Manhattan;Midtown;Entire home/apt;225;30;0;;;12;328;;
28334703;Stephen;Manhattan;Upper West Side;Entire home/apt;150;4;2;26/06/2019;0.71;1;7;;
86604612;Janet;Brooklyn;Williamsburg;Private room;75;2;3;22/06/2019;0.74;1;0;;
237569289;I Do Not Live Here;Manhattan;Gramercy;Entire home/apt;220;90;6;10/05/2019;1.21;1;0;;
8810794;Marcela;Queens;Long Island City;Private room;50;1;10;30/06/2019;2.13;1;125;;
49539959;Alex;Brooklyn;Crown Heights;Private room;50;30;5;31/03/2019;0.93;2;0;;
48911266;Tess;Manhattan;Chinatown;Entire home/apt;175;2;4;19/05/2019;0.85;2;18;;
11914604;Maurizio;Queens;Long Island City;Private room;70;15;3;25/06/2019;1.32;1;135;;
32552738;Stella;Brooklyn;Kensington;Entire home/apt;90;2;9;18/03/2019;1.75;1;0;;
24618314;Mishka;Brooklyn;Bedford-Stuyvesant;Entire home/apt;56;3;2;18/02/2019;0.36;1;0;;
71635863;Anne;Brooklyn;Bushwick;Private room;65;1;25;05/07/2019;4.78;1;7;;
14892784;Melanie;Manhattan;Midtown;Private room;100;1;20;16/06/2019;4.29;1;7;;
51596474;Antony;Brooklyn;Gravesend;Shared room;20;5;5;29/04/2019;1.01;12;0;;
13743148;Michelle;Manhattan;Washington Heights;Private room;65;1;0;;;1;310;;
237668552;Kim;Brooklyn;Cobble Hill;Entire home/apt;200;2;4;07/07/2019;1.38;2;22;;
169148493;Alan;Queens;Ditmars Steinway;Private room;90;4;0;;;1;0;;
13419129;Mikala;Manhattan;East Harlem;Entire home/apt;97;1;16;05/07/2019;3.38;1;11;;
151557263;Sadhya;Queens;Astoria;Private room;45;2;13;01/07/2019;2.57;1;53;;
237715800;Joseph & Teresa;Brooklyn;East New York;Entire home/apt;85;1;43;08/07/2019;7.87;1;161;;
111142003;Se 小瑟;Queens;Flushing;Private room;40;1;10;18/06/2019;2.52;1;205;;
153793156;Erika;Manhattan;Morningside Heights;Private room;50;2;15;20/06/2019;3.60;1;2;;
3072696;Amy;Manhattan;Harlem;Private room;100;1;6;11/05/2019;1.58;1;125;;
220480440;Erica And Jose;Queens;Glendale;Private room;50;2;18;02/07/2019;3.78;2;63;;
237804845;Veronica;Manhattan;West Village;Entire home/apt;299;1;13;01/07/2019;3.22;1;61;;
237817180;Sandra;Brooklyn;Park Slope;Entire home/apt;285;5;9;18/06/2019;1.86;1;2;;
80561485;Gabriela;Queens;Astoria;Entire home/apt;170;1;3;09/03/2019;0.58;2;41;;
47664369;Raizy;Brooklyn;Sunset Park;Entire home/apt;100;1;9;22/05/2019;2.03;1;35;;
170256169;Tiphanie;Brooklyn;Canarsie;Entire home/apt;60;2;45;24/06/2019;9.64;1;30;;
15058648;Shola;Brooklyn;Bushwick;Private room;70;3;3;19/05/2019;1.13;3;21;;
44093954;Susan;Queens;Whitestone;Entire home/apt;140;1;9;07/06/2019;1.64;1;204;;
223075114;Reggie;Manhattan;West Village;Entire home/apt;215;2;2;02/06/2019;1.03;1;5;;
11082069;Sam;Queens;Ridgewood;Entire home/apt;52;7;1;02/02/2019;0.19;1;0;;
237880163;Sandeep;Queens;Sunnyside;Private room;85;1;21;02/07/2019;4.92;1;80;;
9582338;Max;Manhattan;NoHo;Entire home/apt;250;3;9;02/07/2019;2.70;1;112;;
213014559;Kam;Queens;East Elmhurst;Entire home/apt;135;1;17;08/07/2019;3.57;2;0;;
204811322;J Danny;Manhattan;Midtown;Entire home/apt;230;3;2;04/06/2019;0.51;2;29;;
222424429;Marta;Manhattan;Washington Heights;Private room;54;3;17;27/06/2019;3.31;2;38;;
47114213;Leonardo;Queens;Long Island City;Entire home/apt;70;2;11;28/05/2019;2.29;1;3;;
234174616;Onika;Brooklyn;East New York;Entire home/apt;100;5;0;;;1;180;;
237913872;Lilia;Staten Island;Concord;Private room;75;2;8;29/06/2019;1.78;1;90;;
3767367;Regina;Manhattan;Upper West Side;Private room;80;3;7;02/07/2019;2.47;3;334;;
208930169;Kimesha;Brooklyn;Canarsie;Entire home/apt;110;2;0;;;1;353;;
16480700;Eddie&Vlad;Manhattan;Harlem;Entire home/apt;250;1;0;;;7;249;;
107434423;Blueground;Manhattan;Tribeca;Entire home/apt;349;30;0;;;232;310;;
;;;;;;;;;;;;;
Mario & Maria;Queens;Jackson Heights;4.075.168;59;2;1;03/02/2019;0.19;2;0;;;
91390716;Kathiana Joy;Manhattan;Harlem;Entire home/apt;80;2;3;25/02/2019;0.63;1;0;;
237921255;Maria;Manhattan;Hell's Kitchen;Entire home/apt;325;1;33;03/07/2019;6.11;1;217;;
2278050;Jill Laurie;Manhattan;Upper West Side;Private room;80;5;3;30/04/2019;0.65;1;188;;
234191916;Dwayne;Queens;Queens Village;Entire home/apt;69;1;34;10/06/2019;6.46;1;170;;
23670318;Sean;Brooklyn;Williamsburg;Private room;48;28;0;;;1;0;;
42153340;Boomer;Brooklyn;Greenpoint;Entire home/apt;120;2;2;19/02/2019;0.42;2;0;;
49736436;George;Manhattan;Washington Heights;Entire home/apt;120;3;2;24/06/2019;2;2;116;;
50497157;Luca;Brooklyn;Williamsburg;Private room;45;3;1;21/02/2019;0.22;1;0;;
170638981;Gabrielle;Brooklyn;Prospect-Lefferts Gardens;Entire home/apt;85;2;25;08/07/2019;4.78;1;28;;
234592314;Selvete;Brooklyn;Midwood;Entire home/apt;59;2;4;13/06/2019;0.73;1;87;;
19043103;Jai;Manhattan;Chelsea;Entire home/apt;100;5;6;20/06/2019;1.10;1;8;;
200927536;Manu;Brooklyn;Bushwick;Private room;65;7;0;;;3;329;;
3042136;Jenni;Brooklyn;Carroll Gardens;Entire home/apt;375;6;1;28/04/2019;0.41;3;7;;
238111285;Leticia;Brooklyn;Bushwick;Private room;45;2;1;05/02/2019;0.19;1;0;;
2690800;Svetlana And Jimmy;Manhattan;East Village;Entire home/apt;117;5;6;24/03/2019;1.22;1;0;;
238119405;Julia;Brooklyn;Bushwick;Private room;48;1;18;01/07/2019;3.72;5;189;;
238119405;Julia;Brooklyn;Bushwick;Private room;48;1;11;20/06/2019;1.98;5;166;;
238119405;Julia;Brooklyn;Bushwick;Private room;53;2;10;27/05/2019;2.61;5;158;;
63966717;Carol;Bronx;Belmont;Private room;99;2;1;11/03/2019;0.25;2;0;;
238119405;Julia;Brooklyn;Bushwick;Private room;48;1;4;21/04/2019;0.73;5;166;;
160739637;Crystal;Manhattan;Upper West Side;Entire home/apt;150;5;0;;;1;74;;
67746251;Gasminee;Queens;Ozone Park;Private room;44;1;42;28/06/2019;8.03;4;32;;
124028462;Sergii;Manhattan;Harlem;Private room;55;30;1;01/03/2019;0.23;3;353;;
219505617;Karen;Manhattan;Harlem;Private room;85;1;18;25/06/2019;3.62;1;92;;
238118741;Idelsa;Bronx;Mott Haven;Entire home/apt;115;3;19;07/07/2019;3.41;1;228;;
238145460;Cindy;Brooklyn;Flatbush;Private room;45;1;9;24/06/2019;1.72;1;129;;
123060492;DeShawn;Queens;Astoria;Entire home/apt;75;5;2;04/03/2019;0.41;1;0;;
52577963;Mark;Queens;Woodhaven;Entire home/apt;99;5;7;11/06/2019;1.62;6;319;;
78326799;Patrick;Brooklyn;Gowanus;Private room;80;1;2;07/04/2019;0.63;1;0;;
56656728;Bret;Manhattan;Financial District;Entire home/apt;209;3;12;19/06/2019;2.20;5;107;;
215577249;Charlie And Selena;Brooklyn;Bushwick;Entire home/apt;185;2;0;;;8;320;;
215577249;Charlie And Selena;Brooklyn;Bushwick;Private room;65;2;15;18/06/2019;2.81;8;344;;
215577249;Charlie And Selena;Brooklyn;Bushwick;Private room;65;2;21;22/05/2019;3.84;8;321;;
137358866;Kazuya;Queens;Woodside;Private room;38;30;0;;;103;244;;
236445157;Anna;Manhattan;SoHo;Private room;80;180;1;11/03/2019;0.25;3;342;;
159811367;Sergii;Brooklyn;Bedford-Stuyvesant;Private room;75;30;0;;;10;364;;
127583166;Maite;Manhattan;Washington Heights;Private room;75;3;2;12/02/2019;0.41;2;0;;
107434423;Blueground;Manhattan;Chelsea;Entire home/apt;243;30;0;;;232;1;;
1533007;Sivan;Manhattan;Chinatown;Entire home/apt;130;3;15;19/06/2019;3.04;1;15;;
10512556;Julie;Brooklyn;Bushwick;Private room;55;2;0;;;1;0;;
3659285;Moshe;Brooklyn;Williamsburg;Entire home/apt;160;1;22;25/06/2019;4.49;1;237;;
89896526;Scott;Manhattan;Financial District;Entire home/apt;115;30;1;05/03/2019;0.24;1;4;;
231212364;Kel;Brooklyn;Bensonhurst;Entire home/apt;123;3;3;04/07/2019;1.06;2;147;;
37412692;Kim;Manhattan;Midtown;Entire home/apt;105;30;0;;;4;339;;
217784241;Analia;Brooklyn;Williamsburg;Entire home/apt;280;1;12;20/06/2019;3.21;4;250;;
185049106;Natalia;Manhattan;West Village;Entire home/apt;700;4;10;01/06/2019;2.56;1;127;;
217784241;Analia;Brooklyn;Williamsburg;Private room;70;1;33;31/05/2019;6.92;4;0;;
238323020;Paul;Manhattan;Upper East Side;Entire home/apt;129;1;23;21/06/2019;4.16;1;109;;
238321827;Denise;Brooklyn;East Flatbush;Private room;37;1;51;28/06/2019;9.56;1;341;;
238324936;Marcel;Manhattan;Hell's Kitchen;Private room;150;1;4;21/06/2019;0.75;3;149;;
238324936;Marcel;Manhattan;Hell's Kitchen;Private room;150;1;3;07/03/2019;0.56;3;152;;
8895249;Kenya;Manhattan;Harlem;Private room;54;2;12;26/06/2019;2.83;1;129;;
19755137;Beth;Manhattan;Upper West Side;Entire home/apt;185;7;0;;;1;55;;
30077950;Lea;Manhattan;East Village;Entire home/apt;250;2;0;;;1;0;;
80093359;Isabella;Brooklyn;Bushwick;Entire home/apt;79;2;4;11/06/2019;0.86;2;0;;
147351617;Cem;Manhattan;Battery Park City;Entire home/apt;200;2;17;30/06/2019;3.05;1;79;;
238342493;George;Brooklyn;Cobble Hill;Entire home/apt;250;2;19;01/07/2019;3.63;1;295;;
109276977;Ernie;Brooklyn;Williamsburg;Private room;59;1;1;15/02/2019;0.21;1;0;;
35486274;Evan;Manhattan;SoHo;Entire home/apt;132;2;3;06/05/2019;0.73;1;0;;
154981576;Bedly Bushwick;Brooklyn;Bushwick;Private room;34;30;0;;;9;196;;
191084919;Brian;Brooklyn;Bedford-Stuyvesant;Private room;70;1;5;30/06/2019;1.97;1;0;;
93690639;Teo;Brooklyn;Bensonhurst;Private room;90;1;0;;;1;0;;
238374006;César A.;Queens;Flushing;Private room;40;2;1;07/04/2019;0.32;1;153;;
25169596;Jessica;Manhattan;West Village;Entire home/apt;250;1;21;30/06/2019;4.34;2;271;;
11672284;Hea;Brooklyn;Bushwick;Private room;89;2;0;;;2;0;;
51596474;Antony;Brooklyn;Gravesend;Private room;35;5;1;15/02/2019;0.21;12;0;;
124028462;Sergii;Manhattan;Harlem;Private room;59;30;1;17/03/2019;0.26;3;332;;
44801404;Idris;Brooklyn;Crown Heights;Private room;130;14;0;;;1;365;;
124028462;Sergii;Manhattan;Harlem;Private room;59;30;2;13/05/2019;0.50;3;333;;
4375988;Keturah;Brooklyn;Prospect-Lefferts Gardens;Private room;50;1;0;;;3;305;;
39528519;Max;Manhattan;Lower East Side;Private room;73;15;0;;;28;185;;
73425483;Vincent;Brooklyn;Bedford-Stuyvesant;Entire home/apt;400;2;0;;;6;0;;
39528519;Max;Manhattan;Lower East Side;Private room;73;15;0;;;28;185;;
552627;Brandy;Manhattan;Harlem;Private room;39;2;0;;;2;315;;
3443943;Nicole And Joe;Brooklyn;Carroll Gardens;Private room;225;3;1;09/05/2019;0.48;1;178;;
34097291;Andrew;Brooklyn;South Slope;Entire home/apt;275;1;0;;;1;0;;
43976480;Karina;Brooklyn;Greenpoint;Private room;65;1;32;01/07/2019;8.50;1;22;;
198674748;Michelle;Brooklyn;Prospect-Lefferts Gardens;Entire home/apt;126;3;23;26/06/2019;4.51;1;6;;
193725343;Manon;Brooklyn;Bedford-Stuyvesant;Private room;63;1;3;28/06/2019;0.74;1;44;;
238496151;Stephany;Brooklyn;Bedford-Stuyvesant;Entire home/apt;165;5;8;16/06/2019;2.67;1;81;;
123672154;Abdes;Brooklyn;Greenpoint;Private room;65;1;3;13/03/2019;0.55;2;0;;
61278632;Owen;Manhattan;Harlem;Private room;50;3;3;01/07/2019;0.74;1;7;;
8849869;Tatiana & Tyson;Manhattan;Upper West Side;Entire home/apt;110;30;1;19/05/2019;0.59;1;3;;
200239515;Shogo;Queens;Woodside;Private room;40;30;1;16/03/2019;0.26;15;1;;
235559424;Shmuel Z;Manhattan;Upper East Side;Entire home/apt;495;2;15;24/06/2019;3.31;1;156;;
236148005;Linus;Manhattan;Flatiron District;Entire home/apt;200;2;8;01/07/2019;1.95;1;34;;
;;;;;;;;;;;;;
Sharon;Brooklyn;Canarsie;4.063.502;130;1;57;08/07/2019;10.36;1;337;;;
200239515;Shogo;Queens;Woodside;Private room;40;30;1;03/03/2019;0.23;15;44;;
18957069;Natalia;Queens;Woodside;Entire home/apt;95;2;0;;;1;17;;
22100836;Hana;Manhattan;Gramercy;Entire home/apt;218;1;6;12/05/2019;1.49;3;0;;
22100836;Hana;Manhattan;Flatiron District;Private room;65;1;14;02/06/2019;2.98;3;0;;
152895936;Matsuko;Queens;Elmhurst;Private room;34;28;0;;;1;0;;
26317294;Denise;Manhattan;Upper West Side;Private room;95;275;0;;;1;365;;
19303369;Hiroki;Queens;Elmhurst;Private room;32;29;1;31/03/2019;0.30;37;31;;
6030450;Joana;Brooklyn;Bedford-Stuyvesant;Private room;80;3;6;01/07/2019;1.41;1;179;;
